11/19/2018, 13:00:01,3.9867,293388,4.4451,3.8003
11/19/2018, 13:00:02,3.9868,293373,4.4451,3.8003
11/19/2018, 13:00:03,3.9871,293356,4.4451,3.8003
11/19/2018, 13:00:04,3.9872,293352,4.4451,3.8003
11/19/2018, 13:00:05,3.9874,293336,4.4451,3.8003
11/19/2018, 13:00:06,3.9876,293323,4.4451,3.8003
11/19/2018, 13:00:07,3.9878,293311,4.4451,3.8003
11/19/2018, 13:00:08,3.988,293298,4.4451,3.8003
11/19/2018, 13:00:09,3.9882,293286,4.4451,3.8003
11/19/2018, 13:00:10,3.9884,293273,4.4451,3.8003
11/19/2018, 13:00:11,3.9886,293261,4.4451,3.8003
11/19/2018, 13:00:12,3.9885,293248,4.4451,3.8003
11/19/2018, 13:00:13,3.9882,293236,4.4451,3.8003
11/19/2018, 13:00:14,3.9882,293223,4.4451,3.8003
11/19/2018, 13:00:15,3.9881,293211,4.4451,3.8003
11/19/2018, 13:00:16,3.9881,293198,4.4451,3.8003
11/19/2018, 13:00:17,3.988,293186,4.4451,3.8003
11/19/2018, 13:00:18,3.9879,293173,4.4451,3.8003
11/19/2018, 13:00:19,3.9879,293161,4.4451,3.8003
11/19/2018, 13:00:20,3.9878,293148,4.4451,3.8003
11/19/2018, 13:00:21,3.9877,293136,4.4451,3.8003
11/19/2018, 13:00:22,3.9876,293123,4.4451,3.8003
11/19/2018, 13:00:23,3.9876,293111,4.4451,3.8003
11/19/2018, 13:00:24,3.9875,293098,4.4451,3.8003
11/19/2018, 13:00:25,3.9874,293086,4.4451,3.8003
11/19/2018, 13:00:26,3.9874,293073,4.4451,3.8003
11/19/2018, 13:00:27,3.9873,293061,4.4451,3.8003
11/19/2018, 13:00:28,3.9872,293048,4.4451,3.8003
11/19/2018, 13:00:29,3.9872,293036,4.4451,3.8003
11/19/2018, 13:00:30,3.9871,293023,4.4451,3.8003
11/19/2018, 13:00:31,3.987,293011,4.4451,3.8003
11/19/2018, 13:00:32,3.9869,292998,4.4451,3.8003
11/19/2018, 13:00:33,3.9869,292986,4.4451,3.8003
11/19/2018, 13:00:34,3.9868,292973,4.4451,3.8003
11/19/2018, 13:00:35,3.9867,292961,4.4451,3.8003
11/19/2018, 13:00:36,3.9867,292948,4.4451,3.8003
11/19/2018, 13:00:37,3.9866,292936,4.4451,3.8003
11/19/2018, 13:00:38,3.9865,293003,4.4451,3.8003
11/19/2018, 13:00:39,3.9865,293090,4.4451,3.8003
11/19/2018, 13:00:40,3.9864,293203,4.4451,3.8003
11/19/2018, 13:00:41,3.9863,293318,4.4451,3.8003
11/19/2018, 13:00:42,3.9862,293399,4.4451,3.8003
11/19/2018, 13:00:43,3.9862,293495,4.4451,3.8003
11/19/2018, 13:00:44,3.9861,293592,4.4451,3.8003
11/19/2018, 13:00:45,3.986,293688,4.4451,3.8003
11/19/2018, 13:00:46,3.9862,293784,4.4451,3.8003
11/19/2018, 13:00:47,3.9862,293881,4.4451,3.8003
11/19/2018, 13:00:48,3.9865,293977,4.4451,3.8003
11/19/2018, 13:00:49,3.9869,294074,4.4451,3.8003
11/19/2018, 13:00:50,3.987,294170,4.4451,3.8003
11/19/2018, 13:00:51,3.9872,294266,4.4451,3.8003
11/19/2018, 13:00:52,3.9875,294363,4.4451,3.8003
11/19/2018, 13:00:53,3.9877,294459,4.4451,3.8003
11/19/2018, 13:00:54,3.988,294556,4.4451,3.8003
11/19/2018, 13:00:55,3.9882,294652,4.4451,3.8003
11/19/2018, 13:00:56,3.9884,294748,4.4451,3.8003
11/19/2018, 13:00:57,3.9887,294845,4.4451,3.8003
11/19/2018, 13:00:58,3.9889,294941,4.4451,3.8003
11/19/2018, 13:00:59,3.9892,295038,4.4451,3.8003
11/19/2018, 13:01:00,3.9894,295134,4.4451,3.8003
11/19/2018, 13:01:01,3.9896,295230,4.4451,3.8003
11/19/2018, 13:01:02,3.9899,295327,4.4451,3.8003
11/19/2018, 13:01:03,3.9901,295423,4.4451,3.8003
11/19/2018, 13:01:04,3.9904,295520,4.4451,3.8003
11/19/2018, 13:01:05,3.9906,295616,4.4451,3.8003
11/19/2018, 13:01:06,3.9908,295712,4.4451,3.8003
11/19/2018, 13:01:07,3.9911,295809,4.4451,3.8003
11/19/2018, 13:01:08,3.9913,295905,4.4451,3.8003
11/19/2018, 13:01:09,3.9916,296002,4.4451,3.8003
11/19/2018, 13:01:10,3.9918,296098,4.4451,3.8003
11/19/2018, 13:01:11,3.992,296194,4.4451,3.8003
11/19/2018, 13:01:12,3.9923,296291,4.4451,3.8003
11/19/2018, 13:01:13,3.9925,296387,4.4451,3.8003
11/19/2018, 13:01:14,3.9928,296484,4.4451,3.8003
11/19/2018, 13:01:15,3.993,296580,4.4451,3.8003
11/19/2018, 13:01:16,3.9932,296676,4.4451,3.8003
11/19/2018, 13:01:17,3.9935,296773,4.4451,3.8003
11/19/2018, 13:01:18,3.9937,296869,4.4451,3.8003
11/19/2018, 13:01:19,3.994,296966,4.4451,3.8003
11/19/2018, 13:01:20,3.9942,297062,4.4451,3.8003
11/19/2018, 13:01:21,3.9944,297158,4.4451,3.8003
11/19/2018, 13:01:22,3.9947,297255,4.4451,3.8003
11/19/2018, 13:01:23,3.9949,297351,4.4451,3.8003
11/19/2018, 13:01:24,3.9952,297448,4.4451,3.8003
11/19/2018, 13:01:25,3.9954,297544,4.4451,3.8003
11/19/2018, 13:01:26,3.9956,297640,4.4451,3.8003
11/19/2018, 13:01:27,3.9959,297737,4.4451,3.8003
11/19/2018, 13:01:28,3.9961,297833,4.4451,3.8003
11/19/2018, 13:01:29,3.9964,297930,4.4451,3.8003
11/19/2018, 13:01:30,3.9966,298026,4.4451,3.8003
11/19/2018, 13:01:31,3.9968,298122,4.4451,3.8003
11/19/2018, 13:01:32,3.9971,298219,4.4451,3.8003
11/19/2018, 13:01:33,3.9973,298315,4.4451,3.8003
11/19/2018, 13:01:34,3.9976,298412,4.4451,3.8003
11/19/2018, 13:01:35,3.9978,298508,4.4451,3.8003
11/19/2018, 13:01:36,3.998,298604,4.4451,3.8003
11/19/2018, 13:01:37,3.9983,298701,4.4451,3.8003
11/19/2018, 13:01:38,3.9985,298797,4.4451,3.8003
11/19/2018, 13:01:39,3.9988,298894,4.4451,3.8003
11/19/2018, 13:01:40,3.999,298990,4.4451,3.8003
